用户名称,评论时间,评论内容
时倾时忆,9月22日 20:20,那些年一直循环这首歌，你说你是真的喜欢我，会因为吃醋到失眠，后来渐行渐远。我还是没有忘记你。一直如此。
时倾时忆,9月22日 20:19,那一年一直循环这首歌
时倾时忆,9月22日 20:19,都会幸福的
麋鹿959,9月22日 19:40,爷爷昨晚离开了我们 我的爸爸没有了爸爸 一瞬间我觉得他老了好多
南来北去何时归,9月22日 18:49,这个车翻得有点猝不及防
星空_faic,9月22日 18:19,"初次相遇是17岁倔强的我和18岁骄傲的他
再次相遇是24岁脆弱的我和25岁温柔的他
这一次他向我走了九十九步
我在向他跨出最后一步的时候意识到
原来这么多年
我真的很想他
只不过一直压在了心底里
以后
我要一直一直赖着他
永远不放手"
陈琳煜2109,9月22日 17:24,一去，再也回不来了，痛哭一场，忘记吧。[多多难过]
陈琳煜2109,9月22日 17:20,有去无回，相似经历，?????????
先锋之锋,9月22日 16:33,。月到中秋分外明，佳节喜气伴你行?今夜月明人尽望，不知秋思落谁家。送上香甜的月饼，连同一颗祝福的心，中秋快乐！有一句话存在心里很久，怕暴雨把它淋湿，怕狂风把它吹走，怕寒气把它冰冻，怕烈日把它晒透，终于盼到中秋佳节，我想对你说
泓-同学,9月22日 16:27,别说了，我当时都不相信这件事，突然发生的病情，我老师带着我我都以为认错人了，到家才知道，生命就是怎么突然，上个星期还在姥姥家吃饭，当时只觉得时间还长吃完就上学了，没想到就是永别了。不要以为家里的爸妈和老人身体还好，别和我一样失去了才后悔
方茴和路星河,9月21日 22:47,好像在中秋这一天就会突然想念起一些人，祝大家都幸福快乐，能爱到所爱的好人
小花不快乐,9月21日 22:34,对不起 是对我自己说的
小心高温,9月21日 22:08,初中星期四中午放学的时候放的歌，我依然记得全校回荡着这首歌的感觉。现在听着歌闭上眼，就能回到初中的生活，想起老师在这首歌的声音里讲课，阳光洒在走廊里，我们漫步回家，只可惜，现在都只剩下了记忆，只能感叹岁月真的是神偷……
zxd爸爸,9月21日 22:03,一定能
神明_nS4K,9月21日 21:58,时间真的可以改变一切吗
森时纪,9月21日 21:55,第一次听这首歌还是初中，那时候我们趁着下课的空隙就偷偷用多媒体放歌，《岁月神偷》《十年》是我印象最深的两首，现在听好像就回到了年少青春那时，不同在于当时感慨的是初中毕业了，而现在……
喧嚣-clamour,9月21日 21:42,加油哇 都会有这么一天的
也想搞创作,9月21日 21:41,岁月是自己的！
残雪江南风,9月21日 21:39,考到哪里了
两个比较懒的人,9月21日 21:16,这首歌的封面换了
爱-与,9月21日 21:10,时间重来不等人 等你的是我
李xsen,9月21日 20:56,姐姐你会遇到一个对你好的人的，加油哦
凌期,9月21日 20:53,不如，你还不是求而不得
凌期,9月21日 20:52,可是你要车要房要存款，物质基础之上全部满足，这样的他有多少?
-沐白笙-,9月21日 20:41,用漫不经心的态度，过随遇而安的生活
未来可期-奋发高中,9月21日 20:19,初来乍到，多多关照
李xsen,9月21日 19:53,希望她有一天想起我吧，我不会怪她突然离开和那些谎话
怎一捧诗间土尘_Btly,9月21日 19:49,今天是中秋节，祝大家中秋快乐
ALi丶弑神一号穿甲弹,9月21日 19:46,真的是年年岁岁花相似
ALi丶弑神一号穿甲弹,9月21日 19:46,优秀
衿_槿,9月21日 11:26,和平分手那天第一瞬间我慌了，我一个在爱情当中高高在上的人居然开口挽留了，他说了很多为我好的理由我不相信让他说一个我相信的理由，他隔了好一会说出一句“我还是喜欢单身的感觉”我答应了反过来提出了分手，即使最后一刻依旧还逞强要做高上的那位，即使手机前眼泪已经悄然落下，却还是说着玩笑的话
浮岛0_0,9月21日 11:12,嗯嗯谢谢你，其实说出来就没啥大事啦。中秋快乐啊！？
气氕氘氚氙,9月21日 11:02,3Q
sweatheart_sl,9月21日 10:51,祝大家中秋快乐耶，记得也要开心一点呢，加油！
六七一鸭,9月21日 10:50,关于我妈的一切.
白何n,9月21日 10:48,家人才是最了解你的人，他们知道你的不懂事，可还是无私的爱了你10多年
铅笔芯kk,9月21日 10:33,我考上了哦
铅笔芯kk,9月21日 10:32,哈哈哈，高二了哦
_鱼几,9月21日 10:22,谢谢你
钟宗峰,9月21日 10:22,时间过得真快 第二个年头不在家过中秋了。依旧喜欢这首歌 加油吧
刘怀程,9月21日 10:00,青春对爱的懵懂，使我没关注家人的爱，也没有结果，后悔莫及，时间很快[多多耍酷]
优秀男孩_优启,9月21日 09:47,我在河南省祝小梓同学生日快乐！同时高考加油哦！
云烟莫雨,9月21日 09:20,好像不太对劲
#NAME?,9月21日 09:14,哇 真是个好消息呢 爷爷肯定会快快好起来的！
最后一点阳光下的玫瑰,9月21日 09:11,希望爷爷一直陪着我
南山日夕佳,9月21日 09:07,其实 那天和你拥抱 我说的那句你没听清的话 是 我们要一直在一起
喧嚣-clamour,9月21日 09:06,高三啦 明年高考
等风来的木木,9月21日 08:25,359982路过
八拔巴霸,9月21日 07:48,原谅我执念太深
carrieching815,9月21日 07:38,哭了
我要前途你值吗,9月20日 21:26,晚上好
酒卿易居年,9月20日 21:25,啊，我没看懂是怎么回事
八嘎_s3Ls,9月20日 21:22,他会在另一个世界为你感到开心的
sir小程,9月20日 21:04,我在山东师范大学祝小梓同学生日快乐!同时高考加油哦！
wwwwyy_i,9月20日 20:26,今天是2021年9月20号 今晚的月亮格外圆 可能是因为明天是中秋节叭 明年的这时候我就是一名高中生啦 希望我能如愿考上自己喜欢的高中 希望能一直保持热爱
军帅可爱的,9月20日 20:09,年少有为
锦小巧,9月20日 19:53,作为河南考生，来自农村普通家庭，王书杰发誓24高考我就算是连滚带爬也要进郑州大学
一半烟火一半山河,9月20日 19:44,没有人看到，老澳离我们南海有很大的地理位置嘛。老美老是在我们南海上搞又吃了闭门羹。拉来老澳这个冤大头?，把澳卖给了还给老美带来经济发展。老澳本来就是无核技术，一个核潜艇是个引子后续要各种买技术吧。再加上老澳这么反黄种人。随便一嗦使又是一个傀儡
杳杳忆檀,9月20日 19:43,二伯说等我上大学他要签字，等我结婚等我有孩子，但是他食言了，他还没看到我上大学。我想告诉他，我在天津大学，我现在是我们家第一个大学生了，你回来看看呀，你来我梦里看看
#NAME?,9月20日 19:23,青年时好好沉淀 然后过上自己想要的生活...
#NAME?,9月20日 19:22,一个人也没什么不好的...时间自由 就是有时候孤单了点...
#NAME?,9月20日 19:21,国泰民安 家人健康 学业顺利 平平安安 ...
#NAME?,9月20日 19:18,抱抱你！！生活还要继续 要振作起来 还有很多美好在前方等着你呢 加油哇
#NAME?,9月20日 19:15,路过的云友可以回复我一句吗 我很久没和别人说过话了...谢谢你呀
#NAME?,9月20日 19:08,那就祝她开心点吧 成绩稳步提升 中考大捷 考入理想的高中 不被烦心事所扰 我说不出憎恨的话...毕竟曾经帮助过我那么多
#NAME?,9月20日 19:05,是不是说 她不和我在一起就会很开心？也许吧 我是个很无聊很寡淡的人...不爱开玩笑 话很少 成绩一般般 长着一张大众脸..
林御瞳,9月20日 19:01,奶奶走了 缓过来了 爷爷你又去住院了 不知道该怎么办了 为什么一下让我经历这么多
#NAME?,9月20日 19:00,我把她当作我最好的朋友 可我不是她最好的朋友 可能连好朋友都算不上...现在连朋友都不是了...她说她和我在一起玩 不开心...可是我真的很珍惜她这个朋友啊...
#NAME?,9月20日 18:57,云村是我孤独时的存心之处...
老溟,9月20日 18:56,相识于人海，那就归还于人海罢
红了樱桃晓,9月20日 09:36,我的脾气很差控制不住我自己，又很擅长冷暴力一生气就好几天不想理你，我和她格格不入我这样想她那样想真的很难，我选理她选文所以上同一所大学很难吧，她就像一个小孩子什么都不懂好笨拙，没有办法理解我她也不会表达可是每次都让我这么伤心这么苦恼，就在我生日的那晚她说生日快乐我说分手吧
君泽想眯会,9月20日 09:26,我和你同岁，你妈妈应该46左右。这么大年龄生孩子，你也要注意你妈妈的身体
Yifel,9月20日 09:15,g
Hear丶茂叔叔c,9月20日 09:14,第一次花钱的歌，好听有感觉
Amy雷敏,9月20日 09:05,兜兜转转又回到了起点，留下的都是真的
_笑对生活_,9月20日 08:59,群体只要不是全部为女性，习惯称为
Spirifox丶,9月20日 08:22,。。。
云村村民162798262425453,9月20日 07:27,寸金难买寸光阴。
明智之举阿宁,9月20日 07:16,我姥姥姥爷都是这样想的， 我是看抖音井朦 唱《岁月神偷》推广电影《关于我妈的一切》真的被这个电影戳到了
钱多多_W9Wc,9月20日 03:06,南山的风吹散了谷堆，北海的水淹没了墓碑，你应该看我一眼，又有几分像从前，结婚3年，两个女儿，很多时候都我自己自愈，说了不听再也不说，
關耳叁木,9月20日 03:04,感觉没有原版有味道了。。。似乎还多了一丝油腻，少了以前那种娓娓道来的感觉。
我爱人参果_,9月20日 02:12,处处是经验，处处是教训。
AtLs_2H,9月20日 02:11,那么多年还是在听这首歌
Mea咩呀,9月20日 02:08,我也是
Mea咩呀,9月20日 02:06,一定可以
不知天下1812,9月20日 01:25,我什么时候才能遇见梦里的那个她，嗯
中考不进八中不改名_向685冲刺,9月20日 01:16,小男生?女朋友?
嘢尼,9月20日 00:54,听这么伤感的歌，你会找到合适的人吗？
柚子子子红,9月20日 00:18,婆婆那年59岁
凡心未灭-吾不可及,9月19日 23:57,有没有人敢把喜欢的人发出来？（父母家属就别说了）
婷婷万事顺意,9月19日 18:29,不知不觉爸爸已经走了七个多月了，爸爸我好想你啊，以前我总是和你吵架，现在好后悔啊，你能不能在回来看看我啊
遗憾是为常态,9月19日 17:56,“我24了啊，曾经那个眼里有光说好以后一定会混的很牛逼的我已经走了快十年了啊。”
榕生-,9月19日 17:45,时间不是解药，但是时间里有解药
八号baibai,9月19日 17:19,emo了
八号baibai,9月19日 17:18,2016年觉得高中很慢，转眼间已经到了大三面临了就业升学
Rosew99,9月19日 16:55,确实
遍体鳞伤的倔强,9月19日 16:53,我爷爷在我结婚之后的第三天过世了，真的好遗憾那时候没有好好陪伴他，现在只剩下回忆了
Mr__不靠谱,9月19日 16:49,我是随机听的 听到哪首特别想你了就艾特一下你 你不是从来都不回复么 从来都不在意么 今天真的是太阳西边出来了 而且这个时候应该是在睡觉才对啊 药停了？看来咳嗽好的差不多了 
顾黎桉,9月19日 16:09,你要记住，那年我十八
逝恋的飞鱼,9月19日 16:05,现在也即将面临毕业了吧 时间太快来不及抓住
JayCn_枫,9月19日 15:57,放手吧 他并不爱你 给自己留些尊严
liduxz,9月19日 15:52,这不是张舒送你那首“原谅你走过的那些曲折……”
李易佰,9月19日 15:36,找10个人的友谊，5男5女（高一以上最好），以后会发展成什么不知道，一起打电话，一起聊天，相互理解，相互包容，相互帮助（如果有一天愿意了。可以选择退出，我们会挽留你但不会强求你留下，但是我还是希望，现在是10个，未来也是10个）文案是复制过来的。我确实真诚的（因为我是高中生，过几天就去学
帝迪滴嘀敌地狄嗒哒,9月19日 15:30,你值得更好的
洛神-绝对领域,9月19日 15:29,"她都不会过多解释，说明根本不在乎你。
世界那么大，少了她一个又何妨呢？加油?"
霖lyx,9月19日 15:10,好家伙
网易云da网易AI-,9月19日 14:33,一中的姐姐祝福你啊～（doge）
网易云da网易AI-,9月19日 14:30,xs就不怕肾虚。
网易云da网易AI-,9月19日 14:27,所以你俩都是男的...？
卟伶卟伶小仙女,9月19日 14:07,男版 女版 这首歌都有不同的意义，不同的味道
曾是一个可爱的女孩,9月19日 02:17,
把我留在这流泪的夜里吧,9月19日 00:40,我会握紧你的手
生動的甜仔,9月19日 00:37,我也才知道哎
TQ雾,9月19日 00:10,zha
髙靜33,9月19日 00:00,男人都不忠诚 很自私 不爱为什么要在一起 爱又为什么不好好爱 为什么还要背叛 为什么要有新鲜感
#NAME?,9月18日 23:53,才知道哎！
绣虎崔巍,9月18日 23:52,能够握紧的就别放了
凉屺1901,9月18日 23:40,我们已经分开大半年了，我还是没有习惯没有你的日子，我不敢回头去想我们经历的很多事情，没有什么愿望。只是想着即使年年不见面，也要岁岁平安。最后，你一定要幸福啊。
