用户名称,评论时间,评论内容
零食贩卖所哈,10月21日 00:45,好想爷爷奶奶
颜颜柒柒柒,10月21日 00:38,还好嘛，现在是21年10月21日了
45-J,10月21日 00:25,周如佳我的输入法都快忘了你了 再见啦[多多笑哭]
45-J,10月21日 00:25,一个星期啦 嘻嘻嘻 没那么想他了 好像放下了 可能只是自己认为的很爱他吧 心里快无感了 现在已经有更好的生活啦 每天画画 画上喜欢的人或事 喜欢的人是好朋友们哈哈哈哈 我们半推半就的人生啊
Swag188,10月21日 00:20,交给时间，希望最后结局对你我都是好的。
缘-lpp,10月21日 00:13,时间是让人猝不及防的东西，晴时有风阴有时雨争不过朝夕，又念着往昔偷走了青丝却留住一个你
niania2525,10月20日 23:38,2020 这个冬天很冷 抱紧自己取暖吧
我没动心,10月20日 23:31,我那么敏感，让你很累吧
黯鸢仙人,10月20日 12:34,我叫王强，我要呜呜呜！
睡不醒鑫,10月20日 11:13,如果几年后 我如愿娶了一位叫刘鑫的女孩子 在座的各位都有喜糖！
冯大亮,10月20日 09:59,换了封面，少了灵魂
沐丨暖阳,10月20日 08:34,想问下您现在的情况
littlesyy,10月20日 08:33,涂钦友
littlesyy,10月20日 08:33,Tqy 回来吧
陌言不太乖,10月20日 08:21,小姐姐还在一起嘛
陌言不太乖,10月20日 08:21,现在毕业了吧？
牛肉堡半价,10月20日 08:04,那就把她欠你那一刀还给她，从此互不相欠。
啊倩1807,10月20日 07:34,A
啊倩1807,10月20日 07:34,A
烹鲤和风,10月20日 07:18,谢谢你
陈威水的,10月20日 07:08,干
小吴_MqYn,10月20日 06:51,一直爱他
小吴_MqYn,10月20日 06:50,我也是的 我先喜欢他的 我想和他在一起 他答应我了 刚开始还好 他这个人话不是很多一点小直男 没关系我找话题两个月了 他上班我上学 他上夜班 比较忙 我上学也比较忙 但是我有玩手机的时间都会跟他说话啊 有时候我发了很多信息 他就说了一两句 我给他在一起我感觉特别委屈 但是我不想放弃他啊 我想一直
可爱收藏人,10月20日 06:00,上午和家里人说了他的存在，下午就分手了。真可笑，果然不确定的事不要高兴的太早。到现在只能先瞒着父母了，毕竟让他们开心的事不多了，太可笑了吧。
避秦716,10月20日 03:10,觉得不对就对了
杨和苏的npy,10月20日 01:52,舒景东我好想你
钢铁猛男萝莉心,10月20日 01:28,听了这么多的翻唱 都没一个能超越你的
伟独闯青楼,10月20日 01:25,一切都会好的
亡梦style,10月19日 17:52,今天凌晨2点58分，我的爷爷去世。
混子_Yz,10月19日 16:31,好听啊
黎明一道光_,10月19日 16:09,信息量有点大
S梅茗子,10月19日 15:45,偷走了青丝却留不住一个你
S梅茗子,10月19日 15:38,"岁月是一场有去无回的旅行
好的坏的都是风景
别怪我贪心只是不愿醒
因为你只为你愿和我一起
看云淡风轻"
用户3292147830,10月19日 15:37,珍惜眼前孩子
用户1638864585,10月19日 15:03,你这玩笑可开不得哟！
饮用矿泉水-,10月19日 14:22,信息量好大 祝你幸福
瑛格,10月19日 13:52,感谢
热途i,10月19日 13:41,时间它从来不语，却验证了很多东西，愿多年以后的我混的风生水起，你还未嫁，我定会来娶你
露-少年,10月19日 12:13,时间的馈赠！
湖光山色总相宜,10月19日 11:29,pc版看不到评论啊啊啊
ppxnb666,10月19日 11:22,小娇妻说到
大黑皮鞋噔噔噔,10月19日 10:03,前奏怎么这么像冷咖啡离开了杯垫- - 不能说的秘密
初夏的鱼七七,10月19日 09:53,只是今天这次听这首歌的时候，看到第一句歌词，突然才有更深触动。珍惜眼前人吧。
高倍耳,10月19日 09:20,好像每天都一样
高倍耳,10月19日 09:18,“希望你开心 无论和谁 无论在哪里”
无心的轩,10月19日 09:06,快活好难啊
段王爷44444,10月19日 08:36,还是更喜欢听你的才华有限公司
Y玖橙,10月19日 06:16,祝你也开心哦
虚空wj,10月18日 16:44,可以
虚空wj,10月18日 16:43,站在才看到，你弟弟怎么样了
椋新,10月18日 16:38,如果有时光机，我好想好想回到高一上学期，我好想重来那个学期的生活，但是可能还是会问咦，你的名字怎么是女孩子的名字呀
懒狗小魚,10月18日 15:39,时间会教会我们所有东西
懒狗小魚,10月18日 15:35,看到这个信息挺欣慰的
向阳先生wz,10月18日 15:25,加油，愿一切安好。弄个水滴筹
橘生_lz,10月18日 14:10,谢谢，你也是呀
奶油奥利奥_Tiam,10月18日 13:53,抱抱你
有兔人士,10月18日 13:47,加油(? ??_??)?
晚风_HRhf,10月18日 13:37,愿安好
栀子花不败_,10月18日 12:57,在歌曲的最后
来日方长长长长啊,10月18日 11:37,我不是很坚强，现在都实习的人了。真的希望，姐姐能在。4年了，可是我最近又开始频繁的梦到她。还是19岁的样子但是有一个梦，我很难过。在梦里姐姐和我妈在一起生活，突然传来消息，姐姐走了。然后我醒了，还好是梦。我侥幸，又安心的看了姐姐。但是我又醒了……
贩卖草莓沙冰,10月18日 10:16,我想向时间偷一个你
如月圆_,10月18日 10:10,五年前某段时间一直单曲循环这首歌，那时候只是单纯喜欢歌词、声音、旋律，今天再次听到，原来时间那么快，原来我也可以理解歌词的意思了，原来，时间，真的很猝不及防……
_BambooFun_,10月18日 09:59,再看的时候已经毕业了（?ò ? ó?）
小曦的記憶,10月18日 09:50,你们说...会有人喜欢残疾的男孩子嘛...
挥别轻狂,10月18日 09:20,歌词真好
木梓_jFDC,10月18日 09:11,加油，会好起来的
唐妙海长老,10月18日 08:50,同一首歌，不同时期，不同年龄阶段听，感触不同。。。现在听，深有感触。。。
唐妙海长老,10月18日 08:49,必须能
Lenng,10月17日 20:45,这个世界上有很多优秀的男孩子 我不在其列 我只是一个平凡的浅薄的 青春路走的歪七扭八的人
博君一肖_OJn1,10月17日 19:50,加油
寒窗出贵子,10月17日 19:48,人生只有一次 让自己勇敢些吧 就算是污点也值得 再不爱我们就老了 再不勇敢些我们就散了
崔耀洲,10月17日 19:14,"最近一直在跑步，每跑一次都会突破一点，更快，更久，更长。
如果所有的事情都和跑步一样那该多好，偏偏好多事情都停留在第一次跑步的心境中，不愿醒。"
mri太,10月17日 19:13,我好想他
碎碎念嘞,10月17日 18:58,“时间是让人猝不及防的东西，晴时有风阴有时雨”，让我想到了苏轼“也无风雨也无晴”的人生态度，这短短的一句，却叹尽了一生的辛酸
哈了五口气,10月17日 18:56,每天都在崩溃又重建
哈了五口气,10月17日 18:56,最后60多天了 中断 中断 中断 真正准备备考的时间竟然就这么点了 不自信到极点 我想有书读 我想有未来 我不想输
一个人的路还长呢,10月17日 18:53,和爱没关系，曾经是习惯，现在是不甘
狗狗狗潇,10月17日 18:27,泪目了，我也把她那里的天气预报关注了很久，现在她不需要我了
分享的微笑,10月17日 18:06,加油
分享的微笑,10月17日 18:06,不由得泪目，最看不得这种生死之离的措辞，催泪
Crushyz,10月17日 17:45,好好的
青年人爱听歌,10月17日 17:44,看到你的头像我以为是她，顿时心里咯噔一下
国家一级能睡觉种子手,10月17日 17:32,从小学到高中做同学 ，现在大学毕业把他最后的联系删了，我们以后就是普通认识的同学。
Justmarried,10月17日 17:28,一步难，一步佳，这就是人生
chilly_moonlight,10月17日 17:22,人跟猫一样，喜欢偷腥，更像猫一样，喜欢猫腻。我想你不是怎么了，你是想品尝不为人知的暗中激荡，鱼与熊掌都想兼得。或者说平淡的生活催生了你寻求刺激的欲望，不过很简单你遂着你心中最想要的去做，不论道德伦理束缚，不论结果，你就知道你怎么了。
南笙姑娘_MRPv,10月17日 16:49,喜欢
森系暖眸,10月17日 16:38,同福
7怡然520,10月17日 16:23,弥生
一直念x,10月17日 00:54,幻想真的很可怕
533千久,10月17日 00:44,好女孩。。又能得到什么
533千久,10月17日 00:43,对啊对啊
弥1涂,10月17日 00:42,看过一个文章，说每一段感情都会让自己学会点什么。
罕有_-,10月17日 00:41,雨会停，风会止，青春会走人会老去，稚气褪去成熟自来，我只想说在你身边的一定要是我。2021.10.17恋爱第1014天。
云村村民163440176118773,10月17日 00:30,时间在不断筛选你身边的人和事 有幸遇见 恰好合拍
#NAME?,10月17日 00:29,唉？九月份他提出复合了 我答应了 只是感觉没有以前的感觉了 但是毕竟回来了 也很好 ?
#NAME?,10月17日 00:26,那就以过客之名 祝对方岁岁平安吧
Jlan澜,10月17日 00:21,听了一遍又一遍，满脑子都是你
阡帆OAO,10月17日 00:14,分手5天了……还是有一点点想吧
后知后觉的一个,10月17日 00:03,我不喜欢这个封面
天涯明月酒一杯,10月16日 23:45,你能循环几遍?
努力学数学04,10月16日 23:40,我爱金玟岐
天涯明月酒一杯,10月16日 23:39,这首歌的精髓就是卡带放进卡座的那个音效(对我来说)
w-j问惊,10月16日 23:37,我想找一个人，她的名字叫韦慧，有个人说她是个很完美的人，我想替他找回来，我也想看看她到底有多完美，可是我对她一无所知，我只知道她叫韦慧，他说她一声招呼都不打就回了新疆，他说他爱惨了韦慧
很帅啦,10月16日 23:34,18年接触的歌曲现在21年了大一新生 仿佛初中的时光 高中的时光就在昨天一样 时间是让人猝不及防的东西。
菜菜不抱希望了,10月16日 23:32,有
Pretend_99,10月16日 23:31,然后你梦醒了
Kin薄凉少年,10月16日 23:29,羡慕了，还有研究生小姐姐能教教大一萌新怎么在高数里打怪吗
今夜两不爱,10月16日 23:20,2021年10月16日还有人听这首歌吗
小佘欣潼,10月16日 16:23,加油啊，一切都会好起来的！??
易杯源味的白凯水_TFBOYS,10月16日 16:15,生日快乐
西瓜不丝滑,10月16日 15:09,我居然看完了 只想说你是个好女孩
小不点小小乐,10月16日 14:58,留下的都是回忆，偷走的都是岁月
怎么随意怎么来00,10月16日 14:52,姥姥，妈妈想你了，我也想你了
小可爱吖www,10月16日 14:46,不过，也确实好幸福啊
小可爱吖www,10月16日 14:45,总是清楚地记着我喜欢吃什么。行李箱已经塞满了，可她还是让我带着。前几天和我姐我妈视频，说自己天津的饭有些吃不惯。想吃辣子鸡和我们那里的烤鸭，今天和我妈打电话，我妈就说，过几天就让我哥或者我姐把吃的给寄过来。怎么说呢，真是想哭，明明都是一个二十好几的成年人了，却还是被家里人当做孩子
小可爱吖www,10月16日 14:41,自己一个人来天津读研，也是自己一个人第一次出省。开学之前的晚上，我妈，我姐，我，都哭了，因为担心我，不放心我自己一个人去学校。其实我今年都23了，也没有什么需要担心的。可是在家里人眼里永远都是小孩。那天晚上，侄女趁着晚上跑步的空子，又去给我买了我喜欢的零食，一个比我小十岁的女孩子，
Kkoooala_T,10月16日 14:31,喜欢你可能是错的 但是我爱你
kezekai,10月16日 14:28,致最好的92 方博 周雨 阎安
kezekai,10月16日 14:28,好的坏的都是风景
kezekai,10月16日 14:27,岁月是一场有去无回的旅行
kezekai,10月16日 14:27,我的92 时间是让人猝不及防的东西
你可以吃萝卜嘛,10月16日 14:16,他们都说自己快点长大就好了，后来我长大了发现没有他们说的那么好，朋友少了能说说话的人也少了，慢慢的变成了自己一个人，长大真的好吗？我希望我不要长大装父母希望的成长好累[多多难过]
烤余好好吃ci,10月16日 13:55,听着歌真的很触动，那时候我初三，现在我高三，初三的点点滴滴历历在目，我和他也终于结束在了那个时候
tomato咕咕,10月16日 13:12,谢谢你，你也是
航何以至此,10月16日 13:04,以前觉得时间过得好慢，现在时间觉得时间过得太快。转眼毕业4年了，毕业那年老爸查出肺癌，做了手术还好，疫情武汉封城无法检查慢慢严重了，癌症5年不复发基本就好了，我以为5年过了结果才四年，上个星期又严重了要做化疗，时间你变慢点吧。
黑裙皆爱白衣,10月16日 12:34,10.16
云村村民16343582159265,10月16日 12:24,6666
心都濕透了,10月16日 12:11,"把左手 把右手
大拇指 往这划 大拇指
放这里 放这里"
阿喻想吃糖,10月15日 22:41,希望热度退去后，留下来的是真正喜欢他的人
还有期待cb,10月15日 22:34,加油加油，你可以的
Freiheit-N,10月15日 22:29,加油哦?
T慢歌,10月15日 22:08,现在是2021年10月15日22
buy家女删除,10月15日 21:39,从逼自己不再回复你的消息将近一个月了……想想你工作已经顺利转正了，可是这几天老梦到你遇到困难了，想给你发消息，又怕再成为你的负担而不敢打扰你……一直想大度的放你走，可是心怎么不听使唤呢？
萌布拉吉,10月15日 21:34,不想过往，云淡风轻的过好每一天！
lisawei321,10月15日 20:43,和孙燕姿声音挺像的
勿忘rky,10月15日 20:37,谢谢你
匪哥大大,10月15日 20:25,做什么？
YYBoo_rz,10月15日 20:09,人生建议
Aizyrill,10月15日 19:49,hi
碗碗盆盆会永远在一起,10月15日 18:18,还好吗 希望你们一切都好啊
八月旬中,10月15日 18:02,加油
你也在藏奶盖吗,10月15日 17:55,啊？..请问你是
xiaokuiii,10月15日 17:44,这是重新唱了一遍啊 我更喜欢以前的
Lll-ZqY,10月15日 17:00,又三年了
Lll-ZqY,10月15日 16:57,时间
D选之子,10月15日 16:28,我也是
春意知几许如此,10月15日 15:55,今年24岁了，重拾起了去年的想法，继续做恐怖片电影博主，知道这条路很难，但还是希望坚持能收获成功
放逐FANGZHU,10月15日 15:49,“几乎不主动聊天，不主动约人。能让我主动的人，真的是我打心眼里喜欢到不行的人。
笨蛋是说小恬吗,10月14日 22:10,见一面吧 在冬天 在下雪天 在我浪漫的14岁.
才不是胆小鬼_,10月14日 22:01,不遗憾了吧
绝杀路易斯,10月14日 21:55,可以啊
驴哥最酷,10月14日 21:44,她唱的最好听
学会忘记1_ezuj,10月14日 20:54,你是真的秀
KR-零,10月14日 20:52,漫不经心间听到了这首歌，突然听到伴奏不一样的地方。抬头一看，原来是曾经的demo已经变成了专辑。
辉大很,10月14日 20:51,那您应该跟我学呀！有人骂我丑，我只告诉他一句话‘我又看不见，看着难受的是你们’。
凉笙Ani,10月14日 20:34,闻曲不知曲中意，听曲已是曲中人，你们有没有听一首歌听到流泪的，或者是深有感触的。
吃可爱多一点也不可爱,10月14日 20:30,能留下的都是真的
今夕何夕ZWL,10月14日 20:13,未来可期
小等去哪里,10月14日 19:50,为啥大家都好像很震惊，不是挺正常的吗
你回来啦__,10月14日 19:43,六年了 要放下你了 这是你最喜欢的歌 我也终于大学了
bb很聪明,10月14日 19:27,"今天有好好的钻研题目，
那些乱七八糟的公式在解答成功后变得生动有趣，
我害怕以后生活平庸不尽人意，
所以不敢停留。
未来的你要知道，
你的一切都是我打拼下来的！！
——记录拼搏的自己"
白天不适合谈诗,10月14日 19:25,突然哼起来这首歌，却忘了叫什么名字，搜了半天的只记得叫什么时间小偷，结果歌名是岁月神偷。自己都笑了
鄭口屯口屯,10月14日 18:38,你懂的膜6呢恩德6嗯马6的摸了哦呜8他8分打了一下午默默某某5哦们门控哦哦哦M8图M8我 特都嗯哦佛魔哦
怪怪的小阿怪呀,10月14日 17:58,网恋嘛，我做渣男陪你打游戏，陪你聊天给你安慰，早上喊你起床，晚上给你晚安，不奔现不爆照，等你找到了意中人，做他的小仙女时，我继续做我的盖世垃圾，风生水起，你说一声，我便消失
哒橙汁cc,10月14日 17:49,我之前也骂过一个女生丑，我不该这么骂她的[多多大哭]
林怡子,10月14日 17:30,我老了 时间不知道去了哪里 回忆里没有寻常 只有无常 能平静过一生是多么难得的美好
钟爱哥哥love,10月14日 17:03,奶奶今年81岁，刚刚见到她，她说话我一直见不到她的上排牙齿，于是我问 怎么不见你的上排牙齿，她笑着说“都掉光啦” 时间啊 走的再慢一点?爸爸最近手术住院 更加抑郁，好想回到读初中读高中的日子，那个时候爸爸妈妈身体健健康康 爷爷奶奶也是健健康康的
钟爱哥哥love,10月14日 16:59,一起加油 我也有这个梦想
天现宝宝----------,10月13日 20:51,加油
云想衣裳1998,10月13日 20:49,已经毕业了，当初那个破破烂烂的宿舍，现在是我想回也回不去的地方。
实名制xindong-,10月13日 20:37,好棒
实名制xindong-,10月13日 20:37,实现了吗小姐姐
不开黑胶还让人听歌不,10月13日 20:33,有啊有啊
肉头是你de,10月13日 20:32,我想快乐最重要吧，但是现在好难
不开黑胶还让人听歌不,10月13日 20:31,要是我早懂这个理就好了
你可以不爱我a_,10月13日 20:08,受自己之托 祝潘越平平安安
孙小萍-,10月13日 19:54,知其所以然，才能知其然 .
贰柒拾肆-不染,10月13日 19:46,会有更好的人的
贰柒拾肆-不染,10月13日 19:44,"“不知不觉已经在一起一年了
很开心能在不美好的一年里遇见美好的你
如果不出意外的话
十年之后站在你身边穿婚纱的人应该是我
所有人都羡慕从高中到婚礼的爱情
我们要告诉他们
初中也可以”"
一直打游戏好了_,10月13日 19:31,我在和喜欢的人一起听 715个小时！！
小边牧jt,10月13日 18:59,过了星期三翻过一座山
VIIFEN,10月13日 18:51,2011年我们遇见了，我们在一起了，那是我15，她14，种种原因分开7年，2021我们也相遇了，我们也再次牵起了手，然而并没有你们这样的美好，我们还是分开了！初恋教会了我如何去喜欢，却并没有教会我如何放下，祝福你们
Falling170904,10月13日 18:48,放你走 你没回头就不是我的
20183111901,10月13日 18:41,奶奶在天上也看得见，你要为自己加油(? ??_??)?
天还没亮_你已不在,10月13日 18:23,对
许元崽子,10月13日 18:19,不要那么舔不值得
Sprite180923,10月13日 18:16,1
尔城英俊爷,10月13日 17:29,应君敏 我爱你??
妈妈说不能取一样的昵称,10月12日 20:53,我想我们以后不会有交集了
月揽划星河,10月12日 20:12,没想到 小学毕业快两年了
-Wyyyb-,10月12日 20:05,她们后来都有了新的朋友，只有我一个人想着以前，我不明白，为什么明明以前无话不说，现在无话可说
xxxY_PYP2,10月12日 19:45,1
让我久等了,10月12日 19:12,我没手机的时候我把他号码背下来借着学校办公室的电话每晚自习给他打电话 我有时候在想或许都没有人像我这样疯狂爱他了
Sunflower_love19,10月12日 18:54,喜欢上一个不存在的人。
努力的咸鱼壹,10月12日 18:38,加油哦
再觅我难,10月12日 18:26,会的
遇洙_,10月12日 17:59,"我一直从小被说到大 你好胖
我好自闭 好自卑"
以丞哥定义光哦,10月12日 17:58,99
钢铁侠Tony4tark,10月12日 17:56,大
Sugarboo_Ax,10月12日 17:41,加油啊！
小鏡姐姐_,10月12日 16:57,没有关系 都会更好的?
kendy紫晴,10月12日 15:25,1
要_早睡,10月12日 15:25,未来有什么
lamb狮,10月12日 15:07,耿耿于怀最好的我们
IPKQHTXGT,10月12日 14:36,一定要坚持。要有强烈的渴望。这样。就不会像我一样二战了
梦里知湫,10月12日 14:29,读研好难 希望自己能够熬下去
北月山傀,10月12日 08:22,"如果
我把自己放弃了
那
…"
Thatsheepwiththedevilispsycho,10月12日 07:21,我的天、我还以为是孙燕姿
川井雪穗,10月11日 22:06,现在老家房子要拆掉，爸爸要重建，还有我小时挂秋千的枣树也要砍掉，国庆我最后回到那个瓦房，里面的东西都搬出去了，我一个人又在那个老房子里哭，现在我快忘了我爷爷长什么样，国庆第二天我去姑姑家看到我爷爷的照片我在被子里又又又偷偷哭了，好多我和我爷爷之间的事情都记不起来了，要是我内时候就
川井雪穗,10月11日 22:00,小时候，妈妈因为工作把两岁我放在奶奶家，爷爷给我用木板做秋千，半年之后妈妈把我接走，我迟迟不肯上车，拉着奶奶的手说，奶奶走，奶奶走，爷爷在老家的房子里哭，妈妈把我抱上车，奶奶在后面偷偷抹眼泪，后来我见奶奶和爷爷的次数越来越少了，一年见两次，后来爷爷去世了，我一个人在老家房子里哭
Ningning_00,10月11日 21:58,肯定可以的！
LiJiNTaN00-,10月11日 21:33,好想奶奶啊
恭桸,10月11日 21:19,我是个化学课代表，好像也有这个能力
用户5144989553,10月11日 20:41,我没拍
颜珏997,10月11日 20:33,每次分手之后，都会来听这首歌，然后慢慢想握紧你的手。
青山奶奶__,10月11日 20:24,只是想努力一下，别让青春有遗憾。 比如备考四级。
我有个机车梦_aayt,10月11日 19:42,把朕砍了给秀儿助助兴
hpdz123,10月11日 19:25,?
sssss_3,10月11日 19:24,@_Mtrker
小夭心悦涂山璟,10月11日 19:15,呜呜呜呜，是的呀，相柳也是我心里永远的白月光
独白ri,10月11日 18:45,看到这样类似的就忍不住哭
苏苏池,10月11日 18:39,大约这个世界都需要新鲜感
如果没记错的话我们可能在哪见过,10月11日 18:06,怎么感觉怪怪的嘞·
如果没记错的话我们可能在哪见过,10月11日 18:06,怎么感觉怪怪的嘞·
退火_,10月11日 18:05,为什么换了封面！
替代品_a,10月11日 18:03,傻瓜，别往下翻了，眼睛会疼，手会酸的，听话，看到我这里就安心的听听歌吧，我可能不认识你，但我知道你也有故事，你要照顾好自己，渴了就喝水，饿了就吃饭哦，好了 陌生人，愿你余生有人陪，愿你一生平平安安，愿你一生幸福，如果你们看到，可以送我一句‘你也要幸福哦。
芊芊今天开心了吗,10月11日 18:02,姥爷80岁 完成了小野心 看我上完了学开始工作 可是…您还没看到我结婚呢 怎么就走了呢 现在我有宝宝了 我想您了
#NAME?,10月11日 17:42,确实遗憾，因为不是一个班，连毕业照都不在一起
时间的旁观者灬,10月11日 00:21,希望还能遇见她
时间的旁观者灬,10月11日 00:18,我和她唯一的合照是毕业照……
快乐E风,10月10日 23:57,希望下一个遇到的是彼此越爱越多的
一生所求v6,10月10日 23:53,有人爱你的时候别装逼
西柚贵不贵,10月10日 23:41,"因为你喜欢呀
所以才会把想说的话写下来
希望能让你看到"
西柚贵不贵,10月10日 23:39,关键是这个过程不只是一遍
西柚贵不贵,10月10日 23:38,总会有人看到你会惊为天人
卷卷撞地球,10月10日 23:36,"把左手 把右手
大拇指 往这划 大拇指
放这里 放这里"
CYT-JC,10月10日 23:23,我得不到，我忘不了
是你的Eda,10月10日 23:23,日子过得可真快呀
FOREVERMORE5,10月10日 23:14,多年再听 还是感触良多
会飞的鱼WZY,10月10日 23:13,和喜欢的人一起听这首歌，感觉很幸福，
www卑微小鬼,10月10日 23:07,人生建议
yousee521,10月10日 22:49,现在是21年10月10号十点四十八我正在边听边回忆从前，只是突然发现再也回不到曾经
张俊得说他爱我,10月10日 22:48,时间会改变一切包括爱
耿亦潇,10月10日 22:41,我一定会成长为很好的大人
全卫中最高的崽,10月10日 22:32,.倘若我所有的文案都是说的你呢倘若有些话我还没说完呢倘若我还是不死心呢我的意思是我没说完的那些话你还想听吗.
我的射手座M,10月10日 22:32,竟然每天都有人在这首歌下面留下评论。好歌经典
磊磊不会熬夜,10月10日 22:27,最尴尬的就是
xiao樊呀,10月10日 22:24,莫名的不开心 难过 烦躁 多想有人陪我说说话 但是还是睡一觉吧 明天又是新的一天
培华_keNa,10月10日 05:58,"翻来覆去睡不着 一点睡的三点钟醒了就这么玩手机到现在 听到有人洗漱 看了眼时间五点半了 原来是考研人
回想我的五点半 实习期间也许是起床上班 也许是在重症开始又一轮的翻身给病人做口护做会护 亦或是在医院的地下室刚醒赶紧起来匆忙去科室测生命体征测血糖测中心静脉压 真难忘啊 "
七凄呐,10月10日 02:57,国庆节回家，在抽屉里翻到了她曾经的大学校徽，那个时候是异地，她刚刚在重庆念大一的时候我还在老家念高三，我去看她的时候，她给我说想她的时候就看看她的校徽，时间像没办法回头的列车，很多年很多年以后的今天，我又拿起了这枚校徽，摸的很仔细，和第一次摸一样仔细
洛洛不只是一只兔子,10月10日 02:12,多年以后，你说，我还喜欢你，你还喜欢我吗？我说，我不喜欢你，我恨你…你…其实你不知道因为爱才有恨，我还是当时那个傻傻等你的我，只是时隔多年早已物是人非，再也回不去了～从此珍重～
倩吃饭了吗,10月10日 01:10,时间扑面而来，我们终将释怀。健康的活着，平静的过着，开心的笑着，适当的忙着，就很好。
矫情狮子座,10月10日 01:00,努力了好久到头来才发现啥也不是！
你还想我吗--,10月10日 00:52,留不住的，都会走的，都离开吧，
叶初盈,10月10日 00:43,很喜欢这首歌，却不敢经常听 ，因为每次听，都会不知不觉泪湿枕巾。深夜里，这首歌会召唤已故的亲人，回忆历历在目 ，后悔当时不懂珍惜……
0追f,10月10日 00:15,生日快乐
零七年_的秋,10月10日 00:09,还是忘不掉你啊张.
宋柯柯克克,10月10日 00:04,对，向前看吧。如果走散了，就祝福对方。这样我们都能走得更远！
曼殊沙华千年开,10月9日 23:57,现在的单身青年还少吗
把柠檬汁扔了吧,10月9日 23:33,嗯，他连我一张照片都没有
把柠檬汁扔了吧,10月9日 23:32,一样
作业啊啊啊啊啊啊啊啊啊,10月9日 22:51,可惜了，唉
哥斯拉叫喳喳,10月9日 22:51,我家喳喳小朋友十月十七日过生日，陌生人能给她一点祝福吗？谢谢，感恩啦
高弹转清,10月9日 22:50,能留下的才是真的
维C-吖,10月9日 22:18,心动和动心大概是两个概念吧
随机_d7Zf,10月9日 22:14,人有悲欢离合，月有阴晴圆缺。总是有点遗憾。不是吗？
雪---见,10月9日 22:04,必须支持
皇府龍斗,10月9日 21:53,我想成为这样的男人
想不想看花盛开,10月9日 09:18,谁啊
rgnawjbyfkwhbh,10月9日 05:06,我们总是一边奔跑，还不忘记感伤～
那还会再见吗,10月9日 04:21,能够握紧的就别放了
我讨厌有钱人o,10月9日 04:00,cqy等等我吧 我在加油
45-J,10月9日 01:33,已经是10.9凌晨1:32了 还是失眠 我睡不着 刚看完陶白白讲的白羊座 就想起以前我和他一起去吃烧仙草 坐在桌椅上 一起了解我星座的样子 刚在想 他会不会已经看完了白羊座 会不会有那么一刻想起过我了？ 到底是我的执念还是我真的喜欢他
余仁月白,10月9日 00:44,世上悲伤千万种，又何止一本龙族
Installgram,10月9日 00:33,@llhypocrisyl 哈哈哈哈
银河星云碰撞感收信号初号机,10月9日 00:11,这会儿我本身心里很堵，看到这句“能够握紧的就别放了”竟然释怀了。感谢。
Minh1hh_,10月8日 23:58,人要往前看
就不吃草的兔子,10月8日 23:41,今天坐公交车的时候目睹了一场车祸。刚换到这首歌的时候伴随司机一声惊叫我转过了头——真残忍，一个活生生的人就这样在眼前消逝。逝者是一个中年男人，想象中他也是上有老下有小的顶梁柱吧。有一瞬间的窒息，让人说不出话。真的，谁也不知道意外什么时候来。没发生在自己身上的时候，我们都是个看客。
缺钙小甜九,10月8日 23:39,小时候总想快点长大 可以像大人一般随意过自己的生活 真正长大想回到少不更事的年纪 大人的世界太不容易 但又害怕父母老去的太快 只能逼迫着自己去适应成年人的世界 现在处于青黄不接的尴尬年纪 不是完全意义的小孩也不是真正的成年人 想快点长大又不想 身上承载太多的期望 总害怕没有成为想要的样子
一南困困,10月8日 23:29,哈哈哈哈哈哈哈，反正我都是男朋友看自己。他爱删就删
一南困困,10月8日 23:28,但是是男方删的，只是因为女朋友生气了。他能删说明，其实也没这么重要不是吗？
很爱笑的小熊饼,10月8日 23:17,最近真的好累了 好累
弥娜蓝宛,10月8日 23:13,
很爱笑的小熊饼,10月8日 23:12,我比我以为的还要在意和喜欢你
铜火锅汤,10月8日 23:09,原来相思真的可以很苦
弥娜蓝宛,10月8日 23:04,对滴
蒋丞light,10月8日 22:57,三个人的友谊，总要有一个人退场.
我很强我知道嗯,10月8日 22:55,上大学后要是没和喜欢的人在一起上 是不是基本上就成路人了呀哎
她的晚安不见了,10月8日 09:27,我要怎样她才可以不离开
问题不大-yy,10月8日 08:34,他们给你的，都是他们以为最好的
问题不大-yy,10月8日 08:30,哈哈哈哈哈，太真实了
Marchr23,10月8日 05:09,你会不会在世界的某个角落想起我
醉笙诉离歌,10月8日 03:51,不知不觉半包烟已经完了，距分开已经过了2个月零10天7小时08分钟，明天还有早八，不能熬夜了呢，晚安
小唠叨的碎碎念,10月8日 03:03,我总以为那天不会到来，可是那一天真真切切的到来了。人的思念真的是守恒的吧，那天到来之前是姥姥一直挂念着我，自从她离开之后，我总是日日挂念着她。总是想着，如果当时要是能预知一切，事情会不会变得不一样，她会不会再多陪陪我，哪怕是再多几天，几个月也好啊。可是，逝者如斯夫，不舍昼夜。
Suns4ever8,10月8日 02:35,诠释我的生活并教我做人
风太大_2,10月8日 02:35,我很想你 TJH
Winnie哇,10月8日 02:18,段未然最后也没消除姜辛的记忆，而是把这首歌放给她听。
天亮就去跳海,10月8日 02:17,好的坏的都是风景
Yike_2021,10月8日 02:07,再听已是曲中人，原来是这个意思
